Event	ID	Name			Wwise Object Path	Notes
	16303742	Play_Blood_Primary_Ability			\Default Work Unit\Blood Events\Play_Blood_Primary_Ability	
	194405145	Play_Tank_Attack			\Default Work Unit\Enemy Tank Events\Play_Tank_Attack	
	275810172	Play_Nature_Spike			\Default Work Unit\Nature Events\Play_Nature_Spike	
	397412463	Play_Play_Select			\Default Work Unit\UI SFX events\Play_Play_Select	
	794644545	Play_Title_Screen_Theme			\Default Work Unit\Play_Title_Screen_Theme	
	1030645097	Play_SporeShot			\Default Work Unit\Boss Events\Play_SporeShot	
	1054381211	Play_Flyer_Attack_Rand			\Default Work Unit\Enemy Flyer Events\Play_Flyer_Attack_Rand	
	1088348632	PlayFootsteps			\Default Work Unit\PlayFootsteps	
	1290140931	Play_Tank_Footstep_Rand			\Default Work Unit\Enemy Tank Events\Play_Tank_Footstep_Rand	
	1339559671	Play_UI_Hover			\Default Work Unit\UI SFX events\Play_UI_Hover	
	1386224142	Play_UI_Back			\Default Work Unit\UI SFX events\Play_UI_Back	
	1467661062	Play_Flyer_Spawn_Rand			\Default Work Unit\Enemy Flyer Events\Play_Flyer_Spawn_Rand	
	1481612363	Play_Blood_Armour_Hit			\Default Work Unit\Blood Events\Play_Blood_Armour_Hit	
	1540153786	Play_Nature_Passive_Hum			\Default Work Unit\Nature Events\Play_Nature_Passive_Hum	
	1582782641	Play_Metal_Shards			\Default Work Unit\Metal Events\Play_Metal_Shards	
	1688851195	Play_Metal_GunReload			\Default Work Unit\Metal Events\Play_Metal_GunReload	
	1827333942	Play_Tree_Slam			\Default Work Unit\Boss Events\Play_Tree_Slam	
	2006500702	Play_Boss_Idle			\Default Work Unit\Boss Events\Play_Boss_Idle	
	2080081355	Stop_TreeBoss			\Default Work Unit\Stop_TreeBoss	
	2233504167	Play_Metal_Swoosh			\Default Work Unit\Metal Events\Play_Metal_Swoosh	
	2333807947	Play_Death_Screen_Music_SFX			\Default Work Unit\Play_Death_Screen_Music_SFX	
	2343322892	Stop_Boss_Idle			\Default Work Unit\Boss Events\Stop_Boss_Idle	
	2437099115	Play_Metal_OutOfAmmo			\Default Work Unit\Metal Events\Play_Metal_OutOfAmmo	
	2496273332	Play_Tank_Spawn_Rand			\Default Work Unit\Enemy Tank Events\Play_Tank_Spawn_Rand	
	3044732116	Play_Metal_Whoosh			\Default Work Unit\Metal Events\Play_Metal_Whoosh	
	3049387599	Play_Nature_Hat_Rustle			\Default Work Unit\Nature Events\Play_Nature_Hat_Rustle	
	3183334536	Play_Flyer_Flap_Rand			\Default Work Unit\Enemy Flyer Events\Play_Flyer_Flap_Rand	
	3308548503	Play_UI_Select			\Default Work Unit\UI SFX events\Play_UI_Select	
	3370461538	Play_Metal_MagneticHum			\Default Work Unit\Metal Events\Play_Metal_MagneticHum	
	3624587671	Play_UI_Pause			\Default Work Unit\UI SFX events\Play_UI_Pause	
	3692906616	Play_Tank_Damage_Rand			\Default Work Unit\Enemy Tank Events\Play_Tank_Damage_Rand	
	3695176782	Play_Boss_Death			\Default Work Unit\Boss Events\Play_Boss_Death	
	3903496159	Play_Blood_Gun_Reload			\Default Work Unit\Blood Events\Play_Blood_Gun_Reload	
	3957539569	Play_TreeBoss			\Default Work Unit\Play_TreeBoss	
	4056601793	Play_Shot_Switch			\Default Work Unit\Play_Shot_Switch	
	4087362955	Play_Blood_Gun_Bullets			\Default Work Unit\Blood Events\Play_Blood_Gun_Bullets	
	4121109043	Play_Wizard_OST_Switch			\Default Work Unit\Play_Wizard_OST_Switch	

State Group	ID	Name			Wwise Object Path	Notes
	146841814	WizardStates			\Default Work Unit\WizardStates	

State	ID	Name	State Group			Notes
	748895195	None	WizardStates			
	2114153135	Arcane	WizardStates			
	2473969246	Metal	WizardStates			
	3501062356	Nature	WizardStates			
	3934470635	Blood	WizardStates			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	11823176	Spawn2	C:\Users\jackt\OneDrive\Documents\GitHub\GAM-507-SchoolsOfMagic\GAM-507-SchoolsOfMagic_WwiseProject\.cache\Windows\SFX\Enemies\Spawn2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies SFX\Flyer SFX\Flyer Spawn Rand\Spawn2		170536
	25896100	Blood Wizard_Gun_Armour Hit3 [KB]	C:\Users\jackt\OneDrive\Documents\GitHub\GAM-507-SchoolsOfMagic\GAM-507-SchoolsOfMagic_WwiseProject\.cache\Windows\SFX\Blood Wizard_Gun_Armour Hit3 [KB]_CD8F9C15.wem		\Actor-Mixer Hierarchy\Default Work Unit\Blood Wizard SFX\Blood Wizard_Armour Hit\Blood Wizard_Gun_Armour Hit3 [KB]		43380
	29113532	Gun_Bullets Falling1 [KB]	C:\Users\jackt\OneDrive\Documents\GitHub\GAM-507-SchoolsOfMagic\GAM-507-SchoolsOfMagic_WwiseProject\.cache\Windows\SFX\Gun_Bullets Falling1 [KB]_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Blood Wizard SFX\Blood Wizard_Gun Bullets Falling\Gun_Bullets Falling1 [KB]		107284
	56531854	Blood Wizard_Gun Reload [KB]	C:\Users\jackt\OneDrive\Documents\GitHub\GAM-507-SchoolsOfMagic\GAM-507-SchoolsOfMagic_WwiseProject\.cache\Windows\SFX\Blood Wizard_Gun Reload [KB]_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Blood Wizard SFX\Blood Wizard_Gun Reload [KB]		163428
	62049592	Wizard Battle Theme_Blood	C:\Users\jackt\OneDrive\Documents\GitHub\GAM-507-SchoolsOfMagic\GAM-507-SchoolsOfMagic_WwiseProject\.cache\Windows\SFX\Wizard Battle Theme_Blood_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\Wizard OST Switch\Battle Theme_Blood\Wizard Battle Theme_Blood_01\Wizard Battle Theme_Blood		31810024
	84748072	Tank Attack	C:\Users\jackt\OneDrive\Documents\GitHub\GAM-507-SchoolsOfMagic\GAM-507-SchoolsOfMagic_WwiseProject\.cache\Windows\SFX\Tank attack_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies SFX\Tank Enemy SFX\Tank Attack		506396
	86633116	UI Hover	C:\Users\jackt\OneDrive\Documents\GitHub\GAM-507-SchoolsOfMagic\GAM-507-SchoolsOfMagic_WwiseProject\.cache\Windows\SFX\UI Hover_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI SFX\UI Hover		244252
	118111049	MetalOutOfAmmo	C:\Users\jackt\OneDrive\Documents\GitHub\GAM-507-SchoolsOfMagic\GAM-507-SchoolsOfMagic_WwiseProject\.cache\Windows\SFX\MetalOutOfAmmo_E4698968.wem		\Actor-Mixer Hierarchy\Default Work Unit\Metal Wizard SFX\MetalOutOfAmmo		77208
	120560503	Hat Rustle 1	C:\Users\jackt\OneDrive\Documents\GitHub\GAM-507-SchoolsOfMagic\GAM-507-SchoolsOfMagic_WwiseProject\.cache\Windows\SFX\Hat Rustle 1_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Nature Wizard SFX\Hat Rustle Random\Hat Rustle 1		261152
	126320717	Tank Spawn 2	C:\Users\jackt\OneDrive\Documents\GitHub\GAM-507-SchoolsOfMagic\GAM-507-SchoolsOfMagic_WwiseProject\.cache\Windows\SFX\Tank spawn 2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies SFX\Tank Enemy SFX\Tank Spawn Rand\Tank Spawn 2		768540
